VcsUrl,JobName,WeightedMiddle,AverageRatio,HighestRatio,LowestRatio,ValidBuildCount,Final,JobNum
https://github.com/all-of-us/workbench,api-build-test,0.221350837,0.298845819,0.812006715,0.085263046,12394,0,31
https://github.com/electron/electron,linux-arm-debug,0.311587335,0.404766959,0.935698122,0.19025357,12245,0,32
https://github.com/all-of-us/workbench,ui-build-test,0.768266022,0.740473643,1.052066166,0.137550916,12240,0,33
https://github.com/electron/electron,linux-arm64-debug,0.375315122,0.436164063,0.871470453,0.237422396,12222,0,34
https://github.com/electron/electron,osx-testing-tests,0.604325088,0.585523011,0.916146508,0.119168433,12032,0,35
https://github.com/hashicorp/vault,pre-flight-checks,0.671470206,0.671403798,0.712015366,0.58543895,11940,0,36
https://github.com/electron/electron,linux-checkout,0.249442233,0.46982027,1.158203708,0.13677533,11802,0,37
https://github.com/wordpress-mobile/WordPress-Android,strings-check,0.662213155,0.628448059,0.876180621,0.06006349,11244,0,38
https://github.com/wordpress-mobile/WordPress-Android,test,0.743952894,0.720935022,0.939673427,0.357222434,10643,0,39
https://github.com/expo/expo,home,0.693107236,0.618511208,0.951346316,0.079961281,10640,0,40
https://github.com/expo/expo,expotools,0.734730529,0.671902664,0.931638028,0,10497,0,41
https://github.com/Automattic/wp-calypso,test-e2e-canary,0.726860013,0.694816816,0.922433383,0.165093742,10314,0,42
https://github.com/wordpress-mobile/WordPress-Android,lint,0.741340103,0.721389133,0.966363058,0.290702234,9520,0,43
https://github.com/expo/expo,expo_sdk,0.365367231,0.436895427,1.140708928,0.081627865,9407,0,44
https://github.com/all-of-us/workbench,api-integration-test,0.580724483,0.615036032,1.005165439,0.311086082,9076,0,45
https://github.com/expo/expo,client_ios,0.238113261,0.331756959,0.838882168,0.022330345,8967,0,46
https://github.com/all-of-us/workbench,api-bigquery-test,0.188096497,0.383525597,0.757168228,0.137230189,8948,0,47
https://github.com/expo/expo,docs,0.168434759,0.328726389,0.824375948,0.018323101,8902,0,48
https://github.com/expo/expo,client_android,0.228538755,0.405524843,0.918299812,0.102335707,8791,0,49
https://github.com/expo/expo,web_test_suite,0.634012911,0.594154821,0.97389095,0,8433,0,50
https://github.com/electron/electron,linux-x64-debug-gn-check,0.667751013,0.663573207,0.864610347,0.439288989,8395,0,51
https://github.com/electron/electron,linux-arm64-debug-gn-check,0.667412843,0.648398819,0.849963445,0,8391,0,52
https://github.com/hashicorp/vault,test-go,0.226329178,0.307799904,1.203230557,0.034340057,8164,0,53
https://github.com/electron/electron,mac-checkout,0.261779072,0.430482137,0.868178408,0.180423559,7809,0,54
https://github.com/wordpress-mobile/WordPress-Android,Installable Build,0.627458939,0.624013642,0.732722845,0.497222771,7590,0,55
https://github.com/grafana/grafana,build-oss-backend-win64,0.704302343,0.713764721,0.791402358,0.557965282,7579,0,56
https://github.com/grafana/grafana,build-oss-backend-linux-x64,0.715882482,0.689732593,0.781565184,0.400846862,7561,0,57
https://github.com/grafana/grafana,build-oss-backend-linux-x64-musl,0.72451011,0.691588093,0.827006184,0.347126769,7551,0,58
https://github.com/grafana/grafana,build-oss-backend-osx64,0.744739342,0.692946899,0.827994708,0.238960015,7547,0,59
https://github.com/grafana/grafana,build-enterprise-backend-win64,0.650033382,0.659505617,0.841091124,0.331495056,7477,0,60
https://github.com/grafana/grafana,build-enterprise-backend-linux-x64,0.643943578,0.675295946,0.829268604,0.398148331,7464,0,61
https://github.com/grafana/grafana,build-enterprise-backend-linux-x64-musl,0.663363037,0.688564019,0.86826269,0.544464714,7458,0,62
https://github.com/grafana/grafana,build-enterprise-backend-osx64,0.657722155,0.703620568,0.848783772,0.610073034,7452,0,63
https://github.com/grafana/grafana,build-oss-frontend,0.728540154,0.705583852,0.831571632,0.560260865,7161,0,64
https://github.com/grafana/grafana,build-enterprise-frontend,0.204809614,0.349567064,0.769766307,0.148069214,7064,0,65
https://github.com/openSUSE/open-build-service,rspec,0.676343015,0.652972356,0.9577474,0.275453295,6923,0,66
https://github.com/hashicorp/nomad,lint-go,0.714251198,0.641325836,0.891556965,0.344423714,6788,0,67
https://github.com/diem/diem,docker-ci-build-4,0.410472456,0.391651821,0.427539931,0.320610264,6700,0,68
https://github.com/diem/diem,docker-ci-build-2,0.405699488,0.389621056,0.415775072,0.335784134,6697,0,69
https://github.com/diem/diem,docker-ci-build-3,0.393725203,0.376817311,0.430352964,0.320563868,6692,0,70
https://github.com/diem/diem,docker-ci-build-1,0.382660461,0.378589915,0.442537248,0.308977851,6597,0,71
https://github.com/wordpress-mobile/WordPress-iOS,Build Tests,0.411717925,0.402241551,0.724380406,0.1857176,6114,0,72
https://github.com/grafana/grafana,publish-storybook,0.721744174,0.69130002,0.755667838,0.548323399,5983,0,73
https://github.com/grafana/grafana,package-enterprise,0.592524316,0.601998471,0.788302074,0.291644542,5982,0,74
https://github.com/grafana/grafana,build-enterprise-windows-installer,0.710153573,0.680798533,0.860917261,0.324488263,5928,0,75
https://github.com/expo/expo,test_suite_publish,0.409579261,0.476099994,0.921838176,0.147018497,5811,0,76
https://github.com/vertexproject/synapse,python37,0.559275565,0.518005698,0.942329891,0.096259508,5781,0,77
https://github.com/wordpress-mobile/WordPress-iOS,Unit Tests,0.546106228,0.553795771,0.757729177,0.376364394,5461,0,78
https://github.com/grafana/grafana,build-oss-docker-images,0.290240902,0.319553475,0.620296175,0,5175,0,79
https://github.com/grafana/grafana,build-oss-ubuntu-docker-images,0.153159721,0.205513639,0.643284785,0,5154,0,80
https://github.com/wordpress-mobile/WordPress-Android,gutenberg-bundle-build,0.210362039,0.29108845,0.726922742,0.083152177,4919,0,81
https://github.com/grafana/grafana,build-enterprise-docker-images,0.266654069,0.310139112,0.639820935,0,4909,0,82
https://github.com/grafana/grafana,build-enterprise-ubuntu-docker-images,0.190590007,0.235465299,0.569266167,0,4905,0,83
https://github.com/oppia/oppia,e2e_navigation_and_misc,0.752234071,0.708154213,0.793242901,0.543497717,4775,0,84
https://github.com/grafana/grafana,build-enterprise-plugins,0.488425257,0.504934884,0.800346138,0.230650637,4702,0,85
https://github.com/grafana/grafana,build-oss-plugins,0.743657537,0.682904517,0.800220328,0.496617861,4690,0,86
https://github.com/wordpress-mobile/WordPress-Android,WordPressUtils Connected Tests,0.735738229,0.731566307,0.829609995,0.625659862,4661,0,87
https://github.com/oppia/oppia,e2e_users,0.719266133,0.689233499,0.81512557,0.569606824,4478,0,88
https://github.com/oppia/oppia,e2e_library_and_collections,0.732925207,0.677345566,0.809605331,0.510376274,4148,0,89
https://github.com/artsy/reaction,yarn/jest,0.775776619,0.676271996,1.046918186,0.031936439,3988,0,90
https://github.com/expo/expo,ios_test_suite,0.147452474,0.193042137,0.321749537,0.084552212,3678,0,91
https://github.com/electron/electron,osx-testing-x64-gn-check,0.217734644,0.188339624,0.371108057,0.087803936,3529,0,92
https://github.com/electron/electron,mas-testing-x64-gn-check,0.245334441,0.184739362,0.37508608,0.08905356,3528,0,93
https://github.com/hashicorp/vault,test-go-race,0.588160032,0.441074537,0.945680551,0,3493,0,94
https://github.com/artsy/eigen,build-test-app,0.238879595,0.223791922,0.368810492,0.09218361,3424,0,95
https://github.com/SFDO-Tooling/CumulusCI,test_release,0.256138479,0.238805704,0.314337271,0.108297048,3399,0,96
https://github.com/grafana/grafana,release-next-packages,0.532795946,0.556152482,0.781570691,0.344635004,3313,0,97
https://github.com/electron/electron,osx-testing-x64,0.468164911,0.481962596,0.598055571,0.373665667,2859,0,98
https://github.com/electron/electron,mas-testing-x64,0.46587332,0.507774697,0.618747969,0.374018309,2848,0,99
https://github.com/all-of-us/workbench,ui-unit-test,0.236510121,0.234070912,0.271138783,0.19423035,2685,0,100
https://github.com/all-of-us/workbench,api-unit-test,0.213972394,0.227769839,0.304908319,0.179349439,2675,0,101
https://github.com/grafana/grafana,build-oss-backend-arm64,0.692851542,0.688821363,0.823745146,0.509691989,2662,0,102
https://github.com/grafana/grafana,build-oss-backend-armv6,0.744738628,0.717195921,0.811225595,0.56703035,2661,0,103
https://github.com/grafana/grafana,build-oss-backend-arm64-musl,0.729827442,0.717676106,0.811638877,0.492419809,2660,0,104
https://github.com/grafana/grafana,build-oss-backend-armv7,0.686966642,0.714184839,0.863821253,0.52941521,2659,0,105
https://github.com/grafana/grafana,build-oss-backend-armv7-musl,0.681820043,0.710449728,0.845209782,0.566982307,2658,0,106
https://github.com/grafana/grafana,build-enterprise-backend-armv7,0.735980332,0.715374616,0.83599027,0.487418306,2652,0,107
https://github.com/grafana/grafana,build-enterprise-backend-arm64,0.736089738,0.687652316,0.787583577,0.462312692,2650,0,108
https://github.com/grafana/grafana,build-enterprise-backend-armv6,0.694210675,0.689574114,0.76496437,0.545864929,2649,0,109
https://github.com/grafana/grafana,build-enterprise-backend-arm64-musl,0.760768468,0.660927861,0.765692782,0.259989036,2649,0,110
https://github.com/grafana/grafana,build-enterprise-backend-armv7-musl,0.718423603,0.711614101,0.825809963,0.510162742,2647,0,111
https://github.com/vanilla/vanilla,chromatic_test,0.72918857,0.60642707,0.825346034,0.118089145,2588,0,112
https://github.com/electron/electron,osx-testing-arm64,0.675250204,0.544693247,0.821848955,0.135133525,2571,0,113
https://github.com/electron/electron,mas-testing-arm64,0.519216696,0.546087901,0.778897765,0.144436754,2541,0,114
https://github.com/oppia/oppia,e2e_non_prod_miscellaneous_tests,0.727067629,0.678378171,0.794337704,0.524992686,2424,0,115
https://github.com/diem/diem,docker-pre-publish,0.678297155,0.644277327,0.94186535,0,2230,0,116
https://github.com/electron/electron,mas-testing-x64-tests,0.23918945,0.217566511,0.352297283,0.073759496,2143,0,117
https://github.com/electron/electron,osx-testing-x64-tests,0.184462902,0.270146512,0.921368445,0.077028532,2072,0,118
https://github.com/diem/diem,check-breaking-change,0.356609999,0.460018599,0.767330864,0.021267758,2036,0,119
https://github.com/mapfish/mapfish-print,build,0.671585468,0.666238856,0.868193853,0.462190511,1877,0,120
https://github.com/grafana/grafana,publish-oss-packages,0.650927646,0.652802905,0.686100966,0.626962904,1856,0,121
https://github.com/oppia/oppia,e2e_non_prod_new_structure_tests,0.641897322,0.583706413,0.930549135,0.175246483,1803,0,122
https://github.com/grafana/grafana,publish-enterprise-packages,0.580017556,0.630569638,0.869560622,0.48772935,1780,0,123
https://github.com/circleci/circleci-images,generate_dockerfiles,0.646056331,0.615279975,0.871946065,0.336640287,1682,0,124
https://github.com/hashicorp/vault,linux_arm64_package,0.202682791,0.21492987,0.331373861,0.063583704,1679,0,125
https://github.com/hashicorp/vault,openbsd_amd64_package,0.194237188,0.238231702,0.352812823,0.135932609,1677,0,126
https://github.com/hashicorp/vault,linux_386_package,0.191943847,0.225499191,0.355379735,0.127926336,1676,0,127
https://github.com/hashicorp/vault,netbsd_amd64_package,0.208085683,0.240315226,0.438710421,0.061218634,1675,0,128
https://github.com/hashicorp/vault,linux_arm_package,0.186017469,0.228841947,0.334183682,0.126266855,1675,0,129
https://github.com/hashicorp/vault,openbsd_386_package,0.193020524,0.198085131,0.32894008,0.071431832,1674,0,130
https://github.com/hashicorp/vault,solaris_amd64_package,0.193217709,0.240286868,0.341133133,0.130733214,1674,0,131
https://github.com/hashicorp/vault,freebsd_arm_package,0.186095041,0.251895139,0.380480496,0.132772893,1673,0,132
https://github.com/hashicorp/vault,netbsd_386_package,0.19465681,0.240774954,0.431193567,0.139950645,1672,0,133
https://github.com/hashicorp/vault,linux_amd64_package,0.172996083,0.22229366,0.348438221,0.122686197,1670,0,134
https://github.com/hashicorp/vault,freebsd_386_package,0.206486782,0.226564413,0.36880565,0.078586957,1669,0,135
https://github.com/hashicorp/vault,darwin_amd64_package,0.196520182,0.224533546,0.417256218,0.08687938,1666,0,136
https://github.com/expo/expo,android_test_suite,0.602039343,0.465701824,0.636074515,0,1664,0,137
https://github.com/hashicorp/vault,freebsd_amd64_package,0.193446362,0.224469134,0.367802303,0.077835887,1664,0,138
https://github.com/hashicorp/vault,windows_amd64_package,0.2020664,0.245807547,0.379381495,0.131057493,1659,0,139
https://github.com/hashicorp/vault,windows_386_package,0.186536998,0.186297063,0.325611365,0.047830814,1652,0,140
https://github.com/circleci/circleci-images,refresh_tools_cache,0.668400806,0.613074692,0.842295886,0.46167708,1554,0,141
https://github.com/oppia/oppia,e2e_non_prod_tests,0.651615683,0.543556839,0.651615683,0.291452877,1508,0,142
https://github.com/hashicorp/nomad,website-docker-image,0.644565533,0.643767651,0.772712159,0.439008637,1498,0,143
https://github.com/vertexproject/synapse,osx37,0.702127854,0.600617563,0.868555189,0.248049126,1464,0,144
https://github.com/hashicorp/vault,test-go-remote-docker,0.641375134,0.648068772,0.846791878,0.536384789,1426,0,145
https://github.com/openSUSE/open-build-service,feature,0.782058795,0.686593466,0.828636708,0.478157405,1406,0,146
https://github.com/hashicorp/vault,test-go-race-remote-docker,0.688804628,0.692865263,0.732552377,0.639034321,1336,0,147
https://github.com/artsy/force,builder-image-build,0.473744465,0.477155643,0.591634498,0.385710901,1294,0,148
https://github.com/artsy/force,builder-image-push,0.39216094,0.403305768,0.451952419,0.376780065,1279,0,149
https://github.com/poldracklab/fmriprep,build,0.40310621,0.401171187,0.772482998,0.070987576,1272,0,150
https://github.com/artsy/force,electron-runner-image-build,0.697150678,0.737201662,0.85207301,0.639941003,1242,0,151
https://github.com/artsy/force,electron-runner-image-push,0.741702385,0.620584959,0.755115209,0.472114898,1216,0,152
https://github.com/kindlyops/havengrc,flyway-build-job,0.596692231,0.416003389,0.838958174,0.127925519,1180,0,153
https://github.com/kindlyops/havengrc,keycloak-build-job,0.70024769,0.474784235,0.775981506,0.071732897,1172,0,154
https://github.com/kindlyops/havengrc,havenapi-build-job,0.76565422,0.595788754,0.977972849,0.037729291,1149,0,155
https://github.com/kindlyops/havengrc,webui-build-job,0.667065826,0.516000656,0.863147254,0,1134,0,156
https://github.com/poldracklab/fmriprep,build_docs,0.696195862,0.573676838,0.946121288,0,1133,0,157
https://github.com/vertexproject/synapse,python37_replay,0.545433184,0.478907421,0.842461886,0.211884375,1108,0,158
